Namespace(active_random=0, batch_size=100, batch_size_test=10, dataset='mini_imagenet', dataset_root='datasets', dec_lr=15000, decay_interval=10000, exp_name='minimagenet_N5_S5', iterations=8000, log_interval=20, lr=0.001, metric_network='gnn_iclr_nl', momentum=0.5, no_cuda=False, save_interval=300000, seed=1, test_N_shots=1, test_N_way=5, test_interval=2000, test_samples=30000, train_N_shots=1, train_N_way=5, unlabeled_extra=0)
Using GPU : 0 from 4 devices
Batch size: 100
Initiallize new Network Weights for enc_nn
Initiallize new Network Weights for metric_nn
EmbeddingImagenet(
  (conv1): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv2): Conv2d(64, 96, kernel_size=(3, 3), stride=(1, 1), bias=False)
  (bn2): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv3): Conv2d(96, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (drop_3): Dropout2d(p=0.4)
  (conv4): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn4): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (drop_4): Dropout2d(p=0.5)
  (fc1): Linear(in_features=6400, out_features=128, bias=True)
  (bn_fc): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)
MetricNN(
  (gnn_obj): GNN_nl(
    (layer_w0): Wcompute(
      (conv2d_1): Conv2d(133, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_1): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_2): Conv2d(192, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_2): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_3): Conv2d(192, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_3): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_4): Conv2d(96, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_4): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_last): Conv2d(96, 1, kernel_size=(1, 1), stride=(1, 1))
    )
    (layer_l0): Gconv(
      (fc): Linear(in_features=266, out_features=48, bias=True)
      (bn): BatchNorm1d(48, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (layer_w1): Wcompute(
      (conv2d_1): Conv2d(181, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_1): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_2): Conv2d(192, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_2): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_3): Conv2d(192, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_3): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_4): Conv2d(96, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_4): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_last): Conv2d(96, 1, kernel_size=(1, 1), stride=(1, 1))
    )
    (layer_l1): Gconv(
      (fc): Linear(in_features=362, out_features=48, bias=True)
      (bn): BatchNorm1d(48, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (w_comp_last): Wcompute(
      (conv2d_1): Conv2d(229, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_1): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_2): Conv2d(192, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_2): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_3): Conv2d(192, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_3): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_4): Conv2d(96, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_4): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_last): Conv2d(96, 1, kernel_size=(1, 1), stride=(1, 1))
    )
    (layer_last): Gconv(
      (fc): Linear(in_features=458, out_features=5, bias=True)
    )
  )
)
Train Iter: 0	Loss_d_metric: 1.607520
9227 correct from 14000 	Accuracy: 65.907%)
9896 correct from 15000 	Accuracy: 65.973%)
9896 correct from 15000 	Accuracy: 65.973%)
*** TEST FINISHED ***


**** TESTING WITH test ***
640 correct from 1000 	Accuracy: 64.000%)
1299 correct from 2000 	Accuracy: 64.950%)
1958 correct from 3000 	Accuracy: 65.267%)
2617 correct from 4000 	Accuracy: 65.425%)
3261 correct from 5000 	Accuracy: 65.220%)
3920 correct from 6000 	Accuracy: 65.333%)
4569 correct from 7000 	Accuracy: 65.271%)
5204 correct from 8000 	Accuracy: 65.050%)
5857 correct from 9000 	Accuracy: 65.078%)
6493 correct from 10000 	Accuracy: 64.930%)
7136 correct from 11000 	Accuracy: 64.873%)
7799 correct from 12000 	Accuracy: 64.992%)
8460 correct from 13000 	Accuracy: 65.077%)
9085 correct from 14000 	Accuracy: 64.893%)
9737 correct from 15000 	Accuracy: 64.913%)
9737 correct from 15000 	Accuracy: 64.913%)
*** TEST FINISHED ***


**** TESTING WITH train ***
875 correct from 1000 	Accuracy: 87.500%)
1735 correct from 2000 	Accuracy: 86.750%)
2609 correct from 3000 	Accuracy: 86.967%)
2609 correct from 3000 	Accuracy: 86.967%)
*** TEST FINISHED ***

Best test accuracy 65.0800 

Train Iter: 74000	Loss_d_metric: 0.446845
Train Iter: 74020	Loss_d_metric: 0.433732
Train Iter: 74040	Loss_d_metric: 0.450453
Train Iter: 74060	Loss_d_metric: 0.416550
Train Iter: 74080	Loss_d_metric: 0.440640
Train Iter: 74100	Loss_d_metric: 0.435033
Train Iter: 74120	Loss_d_metric: 0.466881
Train Iter: 74140	Loss_d_metric: 0.424770
Train Iter: 74160	Loss_d_metric: 0.458731
Train Iter: 74180	Loss_d_metric: 0.419587
Train Iter: 74200	Loss_d_metric: 0.471617
Train Iter: 74220	Loss_d_metric: 0.416354
Train Iter: 74240	Loss_d_metric: 0.384450
Train Iter: 74260	Loss_d_metric: 0.399265
Train Iter: 74280	Loss_d_metric: 0.433919
Train Iter: 74300	Loss_d_metric: 0.398501
Train Iter: 74320	Loss_d_metric: 0.420921
Train Iter: 74340	Loss_d_metric: 0.408292
Train Iter: 74360	Loss_d_metric: 0.458460
Train Iter: 74380	Loss_d_metric: 0.463129
Train Iter: 74400	Loss_d_metric: 0.496145
Train Iter: 74420	Loss_d_metric: 0.426136
Train Iter: 74440	Loss_d_metric: 0.462721
Train Iter: 74460	Loss_d_metric: 0.442905
Train Iter: 74480	Loss_d_metric: 0.406035
Train Iter: 74500	Loss_d_metric: 0.438741
Train Iter: 74520	Loss_d_metric: 0.415655
Train Iter: 74540	Loss_d_metric: 0.484453
Train Iter: 74560	Loss_d_metric: 0.381240
Train Iter: 74580	Loss_d_metric: 0.456419
Train Iter: 74600	Loss_d_metric: 0.466772
Train Iter: 74620	Loss_d_metric: 0.472167
Train Iter: 74640	Loss_d_metric: 0.412211
Train Iter: 74660	Loss_d_metric: 0.452848
Train Iter: 74680	Loss_d_metric: 0.374791
Train Iter: 74700	Loss_d_metric: 0.461658
Train Iter: 74720	Loss_d_metric: 0.447606
Train Iter: 74740	Loss_d_metric: 0.489751
Train Iter: 74760	Loss_d_metric: 0.435433
Train Iter: 74780	Loss_d_metric: 0.458016
Train Iter: 74800	Loss_d_metric: 0.471770
Train Iter: 74820	Loss_d_metric: 0.397518
Train Iter: 74840	Loss_d_metric: 0.449856
Train Iter: 74860	Loss_d_metric: 0.428053
Train Iter: 74880	Loss_d_metric: 0.480090
Train Iter: 74900	Loss_d_metric: 0.457876
Train Iter: 74920	Loss_d_metric: 0.411543
Train Iter: 74940	Loss_d_metric: 0.467817
Train Iter: 74960	Loss_d_metric: 0.440638
Train Iter: 74980	Loss_d_metric: 0.470581
Train Iter: 75000	Loss_d_metric: 0.467193
Train Iter: 75020	Loss_d_metric: 0.418531
Train Iter: 75040	Loss_d_metric: 0.380311
Train Iter: 75060	Loss_d_metric: 0.406822
Train Iter: 75080	Loss_d_metric: 0.437939
Train Iter: 75100	Loss_d_metric: 0.435111
Train Iter: 75120	Loss_d_metric: 0.473314
Train Iter: 75140	Loss_d_metric: 0.410730
Train Iter: 75160	Loss_d_metric: 0.411364
Train Iter: 75180	Loss_d_metric: 0.459830
Train Iter: 75200	Loss_d_metric: 0.436280
Train Iter: 75220	Loss_d_metric: 0.422828
Train Iter: 75240	Loss_d_metric: 0.426021
Train Iter: 75260	Loss_d_metric: 0.464706
Train Iter: 75280	Loss_d_metric: 0.432107
Train Iter: 75300	Loss_d_metric: 0.479033
Train Iter: 75320	Loss_d_metric: 0.454970
Train Iter: 75340	Loss_d_metric: 0.436778
Train Iter: 75360	Loss_d_metric: 0.416313
Train Iter: 75380	Loss_d_metric: 0.448648
Train Iter: 75400	Loss_d_metric: 0.477340
Train Iter: 75420	Loss_d_metric: 0.404651
Train Iter: 75440	Loss_d_metric: 0.445487
Train Iter: 75460	Loss_d_metric: 0.420555
Train Iter: 75480	Loss_d_metric: 0.469481
Train Iter: 75500	Loss_d_metric: 0.464723
Train Iter: 75520	Loss_d_metric: 0.432995
Train Iter: 75540	Loss_d_metric: 0.430114
Train Iter: 75560	Loss_d_metric: 0.432366
Train Iter: 75580	Loss_d_metric: 0.454856
Train Iter: 75600	Loss_d_metric: 0.438779
Train Iter: 75620	Loss_d_metric: 0.458017
Train Iter: 75640	Loss_d_metric: 0.422443
Train Iter: 75660	Loss_d_metric: 0.492006
Train Iter: 75680	Loss_d_metric: 0.439346
Train Iter: 75700	Loss_d_metric: 0.449150
Train Iter: 75720	Loss_d_metric: 0.417484
Train Iter: 75740	Loss_d_metric: 0.427773
Train Iter: 75760	Loss_d_metric: 0.411060
Train Iter: 75780	Loss_d_metric: 0.396669
Train Iter: 75800	Loss_d_metric: 0.417810
Train Iter: 75820	Loss_d_metric: 0.451626
Train Iter: 75840	Loss_d_metric: 0.478118
Train Iter: 75860	Loss_d_metric: 0.438032
Train Iter: 75880	Loss_d_metric: 0.480724
Train Iter: 75900	Loss_d_metric: 0.444393
Train Iter: 75920	Loss_d_metric: 0.454867
Train Iter: 75940	Loss_d_metric: 0.426089
Train Iter: 75960	Loss_d_metric: 0.444237
Train Iter: 75980	Loss_d_metric: 0.441770

**** TESTING WITH val ***
654 correct from 1000 	Accuracy: 65.400%)
1330 correct from 2000 	Accuracy: 66.500%)
1999 correct from 3000 	Accuracy: 66.633%)
2679 correct from 4000 	Accuracy: 66.975%)
3350 correct from 5000 	Accuracy: 67.000%)
4011 correct from 6000 	Accuracy: 66.850%)
4647 correct from 7000 	Accuracy: 66.386%)
5297 correct from 8000 	Accuracy: 66.213%)
5955 correct from 9000 	Accuracy: 66.167%)
6619 correct from 10000 	Accuracy: 66.190%)
7260 correct from 11000 	Accuracy: 66.000%)
7940 correct from 12000 	Accuracy: 66.167%)
8580 correct from 13000 	Accuracy: 66.000%)
9229 correct from 14000 	Accuracy: 65.921%)
9890 correct from 15000 	Accuracy: 65.933%)
9890 correct from 15000 	Accuracy: 65.933%)
*** TEST FINISHED ***


**** TESTING WITH test ***
673 correct from 1000 	Accuracy: 67.300%)
1339 correct from 2000 	Accuracy: 66.950%)
1981 correct from 3000 	Accuracy: 66.033%)
2647 correct from 4000 	Accuracy: 66.175%)
3298 correct from 5000 	Accuracy: 65.960%)
3943 correct from 6000 	Accuracy: 65.717%)
4607 correct from 7000 	Accuracy: 65.814%)
5239 correct from 8000 	Accuracy: 65.487%)
5876 correct from 9000 	Accuracy: 65.289%)
6540 correct from 10000 	Accuracy: 65.400%)
7219 correct from 11000 	Accuracy: 65.627%)
7830 correct from 12000 	Accuracy: 65.250%)
8477 correct from 13000 	Accuracy: 65.208%)
9121 correct from 14000 	Accuracy: 65.150%)
9790 correct from 15000 	Accuracy: 65.267%)
9790 correct from 15000 	Accuracy: 65.267%)
*** TEST FINISHED ***


**** TESTING WITH train ***
896 correct from 1000 	Accuracy: 89.600%)
1780 correct from 2000 	Accuracy: 89.000%)
2680 correct from 3000 	Accuracy: 89.333%)
2680 correct from 3000 	Accuracy: 89.333%)
*** TEST FINISHED ***

Best test accuracy 65.0800 

Train Iter: 76000	Loss_d_metric: 0.428370
Train Iter: 76020	Loss_d_metric: 0.487742
Train Iter: 76040	Loss_d_metric: 0.425389
Train Iter: 76060	Loss_d_metric: 0.434392
Train Iter: 76080	Loss_d_metric: 0.449340
Train Iter: 76100	Loss_d_metric: 0.406285
Train Iter: 76120	Loss_d_metric: 0.400760
Train Iter: 76140	Loss_d_metric: 0.416380
Train Iter: 76160	Loss_d_metric: 0.414699
Train Iter: 76180	Loss_d_metric: 0.457666
Train Iter: 76200	Loss_d_metric: 0.472793
Train Iter: 76220	Loss_d_metric: 0.424459
Train Iter: 76240	Loss_d_metric: 0.397889
Train Iter: 76260	Loss_d_metric: 0.427488
Train Iter: 76280	Loss_d_metric: 0.419328
Train Iter: 76300	Loss_d_metric: 0.447843
Train Iter: 76320	Loss_d_metric: 0.452358
Train Iter: 76340	Loss_d_metric: 0.476456
Train Iter: 76360	Loss_d_metric: 0.422006
Train Iter: 76380	Loss_d_metric: 0.449637
Train Iter: 76400	Loss_d_metric: 0.382787
Train Iter: 76420	Loss_d_metric: 0.475278
Train Iter: 76440	Loss_d_metric: 0.457645
Train Iter: 76460	Loss_d_metric: 0.452520
Train Iter: 76480	Loss_d_metric: 0.444795
Train Iter: 76500	Loss_d_metric: 0.433574
Train Iter: 76520	Loss_d_metric: 0.383818
Train Iter: 76540	Loss_d_metric: 0.428005
Train Iter: 76560	Loss_d_metric: 0.453980
Train Iter: 76580	Loss_d_metric: 0.453896
Train Iter: 76600	Loss_d_metric: 0.486554
Train Iter: 76620	Loss_d_metric: 0.478630
Train Iter: 76640	Loss_d_metric: 0.480717
Train Iter: 76660	Loss_d_metric: 0.439454
Train Iter: 76680	Loss_d_metric: 0.479959
Train Iter: 76700	Loss_d_metric: 0.437454
Train Iter: 76720	Loss_d_metric: 0.436594
Train Iter: 76740	Loss_d_metric: 0.455516
Train Iter: 76760	Loss_d_metric: 0.421237
Train Iter: 76780	Loss_d_metric: 0.368304
Train Iter: 76800	Loss_d_metric: 0.453058
Train Iter: 76820	Loss_d_metric: 0.415592
Train Iter: 76840	Loss_d_metric: 0.446040
Train Iter: 76860	Loss_d_metric: 0.430739
Train Iter: 76880	Loss_d_metric: 0.471884
Train Iter: 76900	Loss_d_metric: 0.401395
Train Iter: 76920	Loss_d_metric: 0.414492
Train Iter: 76940	Loss_d_metric: 0.462230
Train Iter: 76960	Loss_d_metric: 0.431964
Train Iter: 76980	Loss_d_metric: 0.493157
Train Iter: 77000	Loss_d_metric: 0.429938
Train Iter: 77020	Loss_d_metric: 0.457058
Train Iter: 77040	Loss_d_metric: 0.462134
Train Iter: 77060	Loss_d_metric: 0.426313
Train Iter: 77080	Loss_d_metric: 0.420572
Train Iter: 77100	Loss_d_metric: 0.496110
Train Iter: 77120	Loss_d_metric: 0.427813
Train Iter: 77140	Loss_d_metric: 0.423056
Train Iter: 77160	Loss_d_metric: 0.493784
Train Iter: 77180	Loss_d_metric: 0.433510
Train Iter: 77200	Loss_d_metric: 0.439886
Train Iter: 77220	Loss_d_metric: 0.473560
Train Iter: 77240	Loss_d_metric: 0.439085
Train Iter: 77260	Loss_d_metric: 0.433974
Train Iter: 77280	Loss_d_metric: 0.436804
Train Iter: 77300	Loss_d_metric: 0.409607
Train Iter: 77320	Loss_d_metric: 0.469040
Train Iter: 77340	Loss_d_metric: 0.467791
Train Iter: 77360	Loss_d_metric: 0.442043
Train Iter: 77380	Loss_d_metric: 0.403774
Train Iter: 77400	Loss_d_metric: 0.466640
Train Iter: 77420	Loss_d_metric: 0.448231
Train Iter: 77440	Loss_d_metric: 0.414723
Train Iter: 77460	Loss_d_metric: 0.463142
Train Iter: 77480	Loss_d_metric: 0.422646
Train Iter: 77500	Loss_d_metric: 0.418878
Train Iter: 77520	Loss_d_metric: 0.461389
Train Iter: 77540	Loss_d_metric: 0.429401
Train Iter: 77560	Loss_d_metric: 0.396096
Train Iter: 77580	Loss_d_metric: 0.444575
Train Iter: 77600	Loss_d_metric: 0.426627
Train Iter: 77620	Loss_d_metric: 0.424123
Train Iter: 77640	Loss_d_metric: 0.438306
Train Iter: 77660	Loss_d_metric: 0.456800
Train Iter: 77680	Loss_d_metric: 0.396889
Train Iter: 77700	Loss_d_metric: 0.440415
Train Iter: 77720	Loss_d_metric: 0.417284
Train Iter: 77740	Loss_d_metric: 0.434873
Train Iter: 77760	Loss_d_metric: 0.496356
Train Iter: 77780	Loss_d_metric: 0.423039
Train Iter: 77800	Loss_d_metric: 0.453492
Train Iter: 77820	Loss_d_metric: 0.450131
Train Iter: 77840	Loss_d_metric: 0.464217
Train Iter: 77860	Loss_d_metric: 0.432086
Train Iter: 77880	Loss_d_metric: 0.403827
Train Iter: 77900	Loss_d_metric: 0.403438
Train Iter: 77920	Loss_d_metric: 0.532564
Train Iter: 77940	Loss_d_metric: 0.419374
Train Iter: 77960	Loss_d_metric: 0.439921
Train Iter: 77980	Loss_d_metric: 0.419603

**** TESTING WITH val ***
654 correct from 1000 	Accuracy: 65.400%)
1310 correct from 2000 	Accuracy: 65.500%)
1965 correct from 3000 	Accuracy: 65.500%)
2594 correct from 4000 	Accuracy: 64.850%)
3244 correct from 5000 	Accuracy: 64.880%)
3902 correct from 6000 	Accuracy: 65.033%)
4563 correct from 7000 	Accuracy: 65.186%)
5244 correct from 8000 	Accuracy: 65.550%)
5899 correct from 9000 	Accuracy: 65.544%)
6575 correct from 10000 	Accuracy: 65.750%)
7229 correct from 11000 	Accuracy: 65.718%)
7877 correct from 12000 	Accuracy: 65.642%)
8527 correct from 13000 	Accuracy: 65.592%)
9178 correct from 14000 	Accuracy: 65.557%)
9833 correct from 15000 	Accuracy: 65.553%)
9833 correct from 15000 	Accuracy: 65.553%)
*** TEST FINISHED ***


**** TESTING WITH test ***
658 correct from 1000 	Accuracy: 65.800%)
1308 correct from 2000 	Accuracy: 65.400%)
1960 correct from 3000 	Accuracy: 65.333%)
2623 correct from 4000 	Accuracy: 65.575%)
3270 correct from 5000 	Accuracy: 65.400%)
3954 correct from 6000 	Accuracy: 65.900%)
4628 correct from 7000 	Accuracy: 66.114%)
5278 correct from 8000 	Accuracy: 65.975%)
5943 correct from 9000 	Accuracy: 66.033%)
6607 correct from 10000 	Accuracy: 66.070%)
7281 correct from 11000 	Accuracy: 66.191%)
7932 correct from 12000 	Accuracy: 66.100%)
8593 correct from 13000 	Accuracy: 66.100%)
9229 correct from 14000 	Accuracy: 65.921%)
9892 correct from 15000 	Accuracy: 65.947%)
9892 correct from 15000 	Accuracy: 65.947%)
*** TEST FINISHED ***


**** TESTING WITH train ***
894 correct from 1000 	Accuracy: 89.400%)
1780 correct from 2000 	Accuracy: 89.000%)
2644 correct from 3000 	Accuracy: 88.133%)
2644 correct from 3000 	Accuracy: 88.133%)
*** TEST FINISHED ***

Best test accuracy 65.0800 

Train Iter: 78000	Loss_d_metric: 0.396739
Train Iter: 78020	Loss_d_metric: 0.494051
Train Iter: 78040	Loss_d_metric: 0.429410
Train Iter: 78060	Loss_d_metric: 0.453099
Train Iter: 78080	Loss_d_metric: 0.439794
Train Iter: 78100	Loss_d_metric: 0.394378
Train Iter: 78120	Loss_d_metric: 0.416164
Train Iter: 78140	Loss_d_metric: 0.447912
Train Iter: 78160	Loss_d_metric: 0.403575
Train Iter: 78180	Loss_d_metric: 0.436568
Train Iter: 78200	Loss_d_metric: 0.434566
Train Iter: 78220	Loss_d_metric: 0.410622
Train Iter: 78240	Loss_d_metric: 0.446680
Train Iter: 78260	Loss_d_metric: 0.433154
Train Iter: 78280	Loss_d_metric: 0.431721
Train Iter: 78300	Loss_d_metric: 0.407965
Train Iter: 78320	Loss_d_metric: 0.468749
Train Iter: 78340	Loss_d_metric: 0.449412
Train Iter: 78360	Loss_d_metric: 0.446619
Train Iter: 78380	Loss_d_metric: 0.443134
Train Iter: 78400	Loss_d_metric: 0.462590
Train Iter: 78420	Loss_d_metric: 0.487104
Train Iter: 78440	Loss_d_metric: 0.454518
Train Iter: 78460	Loss_d_metric: 0.439330
Train Iter: 78480	Loss_d_metric: 0.467687
Train Iter: 78500	Loss_d_metric: 0.415164
Train Iter: 78520	Loss_d_metric: 0.402323
Train Iter: 78540	Loss_d_metric: 0.442498
Train Iter: 78560	Loss_d_metric: 0.425585
Train Iter: 78580	Loss_d_metric: 0.429078
Train Iter: 78600	Loss_d_metric: 0.415447
Train Iter: 78620	Loss_d_metric: 0.410656
Train Iter: 78640	Loss_d_metric: 0.423726
Train Iter: 78660	Loss_d_metric: 0.392936
Train Iter: 78680	Loss_d_metric: 0.455977
Train Iter: 78700	Loss_d_metric: 0.432623
Train Iter: 78720	Loss_d_metric: 0.441525
Train Iter: 78740	Loss_d_metric: 0.431088
Train Iter: 78760	Loss_d_metric: 0.410834
Train Iter: 78780	Loss_d_metric: 0.433041
Train Iter: 78800	Loss_d_metric: 0.427483
Train Iter: 78820	Loss_d_metric: 0.418339
Train Iter: 78840	Loss_d_metric: 0.429597
Train Iter: 78860	Loss_d_metric: 0.459831
Train Iter: 78880	Loss_d_metric: 0.428880
Train Iter: 78900	Loss_d_metric: 0.474147
Train Iter: 78920	Loss_d_metric: 0.472192
Train Iter: 78940	Loss_d_metric: 0.429140
Train Iter: 78960	Loss_d_metric: 0.386046
Train Iter: 78980	Loss_d_metric: 0.433241
Train Iter: 79000	Loss_d_metric: 0.458431
Train Iter: 79020	Loss_d_metric: 0.434010
Train Iter: 79040	Loss_d_metric: 0.446224
Train Iter: 79060	Loss_d_metric: 0.404292
Train Iter: 79080	Loss_d_metric: 0.465701
Train Iter: 79100	Loss_d_metric: 0.463248
Train Iter: 79120	Loss_d_metric: 0.489134
Train Iter: 79140	Loss_d_metric: 0.458415
Train Iter: 79160	Loss_d_metric: 0.386506
Train Iter: 79180	Loss_d_metric: 0.487989
Train Iter: 79200	Loss_d_metric: 0.405745
Train Iter: 79220	Loss_d_metric: 0.442799
Train Iter: 79240	Loss_d_metric: 0.471738
Train Iter: 79260	Loss_d_metric: 0.405110
Train Iter: 79280	Loss_d_metric: 0.444161
Train Iter: 79300	Loss_d_metric: 0.450058
Train Iter: 79320	Loss_d_metric: 0.484774
Train Iter: 79340	Loss_d_metric: 0.448906
Train Iter: 79360	Loss_d_metric: 0.469275
Train Iter: 79380	Loss_d_metric: 0.455672
Train Iter: 79400	Loss_d_metric: 0.451440
Train Iter: 79420	Loss_d_metric: 0.396921
Train Iter: 79440	Loss_d_metric: 0.450391
Train Iter: 79460	Loss_d_metric: 0.519170
Train Iter: 79480	Loss_d_metric: 0.442987
Train Iter: 79500	Loss_d_metric: 0.410207
Train Iter: 79520	Loss_d_metric: 0.381144
Train Iter: 79540	Loss_d_metric: 0.384615
Train Iter: 79560	Loss_d_metric: 0.434608
Train Iter: 79580	Loss_d_metric: 0.421844
Train Iter: 79600	Loss_d_metric: 0.459992
Train Iter: 79620	Loss_d_metric: 0.381139
Train Iter: 79640	Loss_d_metric: 0.454447
Train Iter: 79660	Loss_d_metric: 0.442391
Train Iter: 79680	Loss_d_metric: 0.492972
Train Iter: 79700	Loss_d_metric: 0.452653
Train Iter: 79720	Loss_d_metric: 0.459811
Train Iter: 79740	Loss_d_metric: 0.409007
Train Iter: 79760	Loss_d_metric: 0.446852
Train Iter: 79780	Loss_d_metric: 0.429825
Train Iter: 79800	Loss_d_metric: 0.429805
Train Iter: 79820	Loss_d_metric: 0.463897
Train Iter: 79840	Loss_d_metric: 0.379615
Train Iter: 79860	Loss_d_metric: 0.443333
Train Iter: 79880	Loss_d_metric: 0.379805
Train Iter: 79900	Loss_d_metric: 0.437834
Train Iter: 79920	Loss_d_metric: 0.475159
Train Iter: 79940	Loss_d_metric: 0.470426
Train Iter: 79960	Loss_d_metric: 0.437877
Train Iter: 79980	Loss_d_metric: 0.438152

**** TESTING WITH val ***
636 correct from 1000 	Accuracy: 63.600%)
1303 correct from 2000 	Accuracy: 65.150%)
1962 correct from 3000 	Accuracy: 65.400%)
2607 correct from 4000 	Accuracy: 65.175%)
3276 correct from 5000 	Accuracy: 65.520%)
3926 correct from 6000 	Accuracy: 65.433%)
4560 correct from 7000 	Accuracy: 65.143%)
5196 correct from 8000 	Accuracy: 64.950%)
5845 correct from 9000 	Accuracy: 64.944%)
6506 correct from 10000 	Accuracy: 65.060%)
7164 correct from 11000 	Accuracy: 65.127%)
7819 correct from 12000 	Accuracy: 65.158%)
8497 correct from 13000 	Accuracy: 65.362%)
9135 correct from 14000 	Accuracy: 65.250%)
9783 correct from 15000 	Accuracy: 65.220%)
9783 correct from 15000 	Accuracy: 65.220%)
*** TEST FINISHED ***


**** TESTING WITH test ***
655 correct from 1000 	Accuracy: 65.500%)
1299 correct from 2000 	Accuracy: 64.950%)
1966 correct from 3000 	Accuracy: 65.533%)
2613 correct from 4000 	Accuracy: 65.325%)
3269 correct from 5000 	Accuracy: 65.380%)
3963 correct from 6000 	Accuracy: 66.050%)
4619 correct from 7000 	Accuracy: 65.986%)
5312 correct from 8000 	Accuracy: 66.400%)
5960 correct from 9000 	Accuracy: 66.222%)
6628 correct from 10000 	Accuracy: 66.280%)
7279 correct from 11000 	Accuracy: 66.173%)
7921 correct from 12000 	Accuracy: 66.008%)
8593 correct from 13000 	Accuracy: 66.100%)
9245 correct from 14000 	Accuracy: 66.036%)
9919 correct from 15000 	Accuracy: 66.127%)
9919 correct from 15000 	Accuracy: 66.127%)
*** TEST FINISHED ***


**** TESTING WITH train ***
869 correct from 1000 	Accuracy: 86.900%)
1760 correct from 2000 	Accuracy: 88.000%)
2619 correct from 3000 	Accuracy: 87.300%)
2619 correct from 3000 	Accuracy: 87.300%)
*** TEST FINISHED ***

Best test accuracy 65.0800 

Train Iter: 80000	Loss_d_metric: 0.472368
Train Iter: 80020	Loss_d_metric: 0.386413
Train Iter: 80040	Loss_d_metric: 0.375459
Train Iter: 80060	Loss_d_metric: 0.386524
Train Iter: 80080	Loss_d_metric: 0.435445
Train Iter: 80100	Loss_d_metric: 0.394156
Train Iter: 80120	Loss_d_metric: 0.465321
Train Iter: 80140	Loss_d_metric: 0.446154
Train Iter: 80160	Loss_d_metric: 0.410868
Train Iter: 80180	Loss_d_metric: 0.407149
Train Iter: 80200	Loss_d_metric: 0.410294
Train Iter: 80220	Loss_d_metric: 0.444297
Train Iter: 80240	Loss_d_metric: 0.463159
Train Iter: 80260	Loss_d_metric: 0.521692
Train Iter: 80280	Loss_d_metric: 0.444550
Train Iter: 80300	Loss_d_metric: 0.438890
Train Iter: 80320	Loss_d_metric: 0.420515
Train Iter: 80340	Loss_d_metric: 0.486784
Train Iter: 80360	Loss_d_metric: 0.403757
Train Iter: 80380	Loss_d_metric: 0.454089
Train Iter: 80400	Loss_d_metric: 0.474072
Train Iter: 80420	Loss_d_metric: 0.419412
Train Iter: 80440	Loss_d_metric: 0.416438
Train Iter: 80460	Loss_d_metric: 0.405557
Train Iter: 80480	Loss_d_metric: 0.443860
